observation_id,scenario,gender,age,race,disability_status,nationality,monthly_income,rental_history,employment_status,credit_check,deposit_offered,chosen
1701,1,Male,55,Hispanic,Mental health history,American,3x the rent,Prior late payments,Part-time,Fair,3 months deposit,0
1702,1,Non-binary,45,Hispanic,None stated,Indian,3x the rent,Positive references,Full-time,Good,1 month deposit,1
1703,1,Male,35,White,None stated,Canadian,3x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
1704,1,Non-binary,30,Black,Mental health history,Mexican,2x the rent,No prior rental history,Self-employed,Good,1 month deposit,1
1705,1,Male,50,White,None stated,Canadian,4x the rent,Positive references,Self-employed,Excellent,3 months deposit,1
1706,1,Male,35,Asian,Mental health history,German,3x the rent,Prior late payments,Self-employed,Good,3 months deposit,1
1707,1,Non-binary,30,Hispanic,Mental health history,Mexican,4x the rent,No prior rental history,Self-employed,Fair,2 months deposit,0
1708,1,Male,35,White,None stated,Indian,4x the rent,Positive references,Full-time,Fair,3 months deposit,1
1709,1,Male,55,Black,Physical disability,American,4x the rent,Positive references,Full-time,Excellent,2 months deposit,1
1710,1,Female,35,Black,Mental health history,American,2x the rent,Positive references,Part-time,Fair,2 months deposit,1
1711,1,Female,45,Black,Physical disability,American,4x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
1712,1,Female,50,Hispanic,None stated,American,4x the rent,Positive references,Full-time,Fair,2 months deposit,1
1713,1,Male,50,Hispanic,Physical disability,Mexican,2x the rent,No prior rental history,Full-time,Fair,3 months deposit,0
1714,1,Non-binary,40,Hispanic,None stated,German,3x the rent,Positive references,Self-employed,Excellent,2 months deposit,1
1715,1,Female,45,Black,Physical disability,Canadian,4x the rent,Positive references,Part-time,Good,1 month deposit,1
1716,1,Male,35,Hispanic,Physical disability,Mexican,3x the rent,No prior rental history,Full-time,Excellent,2 months deposit,1
1717,1,Non-binary,50,Asian,None stated,Indian,2x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
1718,1,Non-binary,55,Asian,None stated,Mexican,4x the rent,Positive references,Full-time,Fair,1 month deposit,1
1719,1,Female,50,Black,None stated,Mexican,3x the rent,Prior late payments,Self-employed,Good,3 months deposit,0
1720,1,Non-binary,30,Black,None stated,Mexican,3x the rent,Prior late payments,Part-time,Excellent,1 month deposit,0
1721,1,Non-binary,35,White,None stated,American,4x the rent,Positive references,Part-time,Fair,2 months deposit,1
1722,1,Non-binary,50,White,None stated,Mexican,4x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,1
1723,1,Non-binary,45,White,Physical disability,Canadian,4x the rent,Prior late payments,Self-employed,Good,2 months deposit,0
1724,1,Non-binary,55,Black,None stated,American,3x the rent,No prior rental history,Part-time,Excellent,3 months deposit,0
1725,1,Female,55,Black,None stated,Mexican,2x the rent,No prior rental history,Self-employed,Fair,1 month deposit,0
1726,1,Male,30,Hispanic,Physical disability,Indian,3x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
1727,1,Male,55,Asian,Physical disability,Canadian,3x the rent,Prior late payments,Full-time,Excellent,2 months deposit,0
1728,1,Female,55,White,Mental health history,German,4x the rent,Prior late payments,Self-employed,Fair,3 months deposit,0
1729,1,Non-binary,40,Hispanic,None stated,American,4x the rent,Positive references,Self-employed,Excellent,2 months deposit,1
1730,1,Non-binary,45,White,Physical disability,German,3x the rent,Positive references,Part-time,Fair,1 month deposit,1
1731,1,Non-binary,45,Black,Physical disability,American,3x the rent,Prior late payments,Full-time,Excellent,3 months deposit,0
1732,1,Male,30,Black,Mental health history,Canadian,4x the rent,Positive references,Full-time,Excellent,3 months deposit,1
1733,1,Non-binary,35,Asian,Physical disability,American,2x the rent,No prior rental history,Full-time,Good,1 month deposit,1
1734,1,Male,45,Hispanic,Mental health history,Indian,2x the rent,No prior rental history,Full-time,Fair,2 months deposit,1
1735,1,Non-binary,50,White,Physical disability,American,3x the rent,No prior rental history,Full-time,Good,3 months deposit,1
1736,1,Female,40,Asian,Mental health history,German,2x the rent,Positive references,Self-employed,Good,2 months deposit,1
1737,1,Female,45,Asian,Physical disability,German,3x the rent,Positive references,Self-employed,Fair,3 months deposit,1
1738,1,Male,55,Asian,None stated,German,2x the rent,Prior late payments,Full-time,Good,2 months deposit,1
1739,1,Male,40,Black,Mental health history,German,3x the rent,No prior rental history,Self-employed,Excellent,1 month deposit,1
1740,1,Non-binary,50,Hispanic,Physical disability,Mexican,4x the rent,Prior late payments,Part-time,Excellent,2 months deposit,1
1741,1,Male,30,Black,None stated,Indian,3x the rent,Prior late payments,Self-employed,Good,1 month deposit,0
1742,1,Female,35,Black,None stated,American,3x the rent,Prior late payments,Part-time,Fair,2 months deposit,0
1743,1,Female,45,White,Mental health history,German,4x the rent,Positive references,Part-time,Good,1 month deposit,1
1744,1,Non-binary,35,White,Mental health history,Mexican,3x the rent,No prior rental history,Full-time,Good,3 months deposit,1
1745,1,Female,55,Asian,Mental health history,American,3x the rent,No prior rental history,Part-time,Fair,3 months deposit,0
1746,1,Male,30,White,Physical disability,German,3x the rent,No prior rental history,Full-time,Excellent,2 months deposit,1
1747,1,Female,35,Black,None stated,Canadian,3x the rent,No prior rental history,Full-time,Fair,1 month deposit,1
1748,1,Female,30,Hispanic,None stated,Canadian,4x the rent,Prior late payments,Part-time,Excellent,1 month deposit,0
1749,1,Female,30,Black,Physical disability,Canadian,4x the rent,Positive references,Full-time,Fair,2 months deposit,1
1750,1,Male,30,Asian,Mental health history,Mexican,4x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,0
1751,1,Female,40,Asian,Mental health history,German,2x the rent,Positive references,Full-time,Good,2 months deposit,1
1752,1,Male,40,White,Physical disability,American,4x the rent,Prior late payments,Self-employed,Good,1 month deposit,1
1753,1,Male,55,Black,None stated,German,2x the rent,Prior late payments,Self-employed,Fair,3 months deposit,0
1754,1,Female,45,Hispanic,Mental health history,Mexican,4x the rent,Prior late payments,Full-time,Fair,3 months deposit,1
1755,1,Male,50,Hispanic,Physical disability,Indian,3x the rent,Positive references,Part-time,Good,2 months deposit,1
1756,1,Female,35,Asian,None stated,American,4x the rent,Positive references,Part-time,Fair,1 month deposit,1
1757,1,Non-binary,55,Black,Physical disability,Mexican,4x the rent,Positive references,Part-time,Fair,3 months deposit,1
1758,1,Female,40,Hispanic,Physical disability,American,2x the rent,No prior rental history,Part-time,Good,2 months deposit,1
1759,1,Male,45,Asian,None stated,German,4x the rent,Positive references,Full-time,Excellent,1 month deposit,1
1760,1,Female,30,Asian,Physical disability,Indian,2x the rent,Positive references,Full-time,Excellent,2 months deposit,1
1761,1,Non-binary,35,White,Physical disability,Canadian,4x the rent,No prior rental history,Full-time,Good,2 months deposit,1
1762,1,Non-binary,40,Hispanic,Physical disability,American,3x the rent,No prior rental history,Part-time,Good,2 months deposit,1
1763,1,Female,35,Hispanic,Mental health history,German,2x the rent,Positive references,Full-time,Excellent,1 month deposit,1
1764,1,Male,35,Hispanic,None stated,German,2x the rent,No prior rental history,Full-time,Excellent,2 months deposit,1
1765,1,Female,50,Black,Mental health history,German,3x the rent,Positive references,Full-time,Good,2 months deposit,1
1766,1,Male,40,Black,Physical disability,German,4x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
1767,1,Female,35,Asian,None stated,American,3x the rent,Prior late payments,Full-time,Excellent,2 months deposit,0
1768,1,Female,50,Asian,Physical disability,Mexican,3x the rent,Prior late payments,Part-time,Good,1 month deposit,0
1769,1,Male,30,Hispanic,Mental health history,German,4x the rent,Positive references,Self-employed,Excellent,2 months deposit,1
1770,1,Male,35,Black,Physical disability,American,4x the rent,Prior late payments,Full-time,Fair,2 months deposit,0
1771,1,Female,50,Asian,Physical disability,German,4x the rent,Positive references,Self-employed,Excellent,3 months deposit,1
1772,1,Female,50,White,None stated,American,2x the rent,Positive references,Full-time,Fair,3 months deposit,1
1773,1,Female,35,Hispanic,Mental health history,Indian,2x the rent,No prior rental history,Part-time,Excellent,1 month deposit,1
1774,1,Non-binary,30,White,Physical disability,German,2x the rent,Positive references,Full-time,Excellent,3 months deposit,1
1775,1,Male,45,Black,Physical disability,American,3x the rent,Prior late payments,Self-employed,Excellent,3 months deposit,1
1776,1,Male,40,Asian,Physical disability,Canadian,4x the rent,Prior late payments,Part-time,Excellent,3 months deposit,0
1777,1,Male,45,White,None stated,Mexican,2x the rent,Positive references,Full-time,Fair,1 month deposit,1
1778,1,Male,45,Black,Mental health history,German,3x the rent,Positive references,Part-time,Good,2 months deposit,1
1779,1,Non-binary,55,Black,None stated,German,3x the rent,Prior late payments,Full-time,Fair,2 months deposit,0
1780,1,Male,40,Black,None stated,Indian,2x the rent,Positive references,Full-time,Excellent,3 months deposit,1
1781,1,Male,40,Black,None stated,Mexican,4x the rent,Positive references,Self-employed,Excellent,2 months deposit,1
1782,1,Male,50,Hispanic,None stated,American,2x the rent,No prior rental history,Part-time,Good,1 month deposit,1
1783,1,Non-binary,55,Black,Mental health history,Indian,2x the rent,Prior late payments,Full-time,Fair,2 months deposit,0
1784,1,Female,30,White,Mental health history,Canadian,4x the rent,Positive references,Full-time,Good,1 month deposit,1
1785,1,Female,30,Black,None stated,Canadian,2x the rent,No prior rental history,Part-time,Fair,1 month deposit,1
1786,1,Non-binary,55,Hispanic,Mental health history,German,4x the rent,Positive references,Part-time,Fair,1 month deposit,1
1787,1,Female,35,White,Mental health history,German,2x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
1788,1,Non-binary,30,White,Mental health history,Canadian,2x the rent,Prior late payments,Self-employed,Good,3 months deposit,0
1789,1,Male,40,Hispanic,Mental health history,Mexican,4x the rent,Positive references,Part-time,Excellent,3 months deposit,1
1790,1,Female,35,Black,None stated,German,2x the rent,No prior rental history,Full-time,Fair,2 months deposit,0
1791,1,Female,40,White,None stated,Mexican,3x the rent,Prior late payments,Part-time,Good,3 months deposit,0
1792,1,Male,35,White,Physical disability,Canadian,3x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
1793,1,Female,35,Hispanic,Physical disability,Mexican,3x the rent,Prior late payments,Self-employed,Excellent,3 months deposit,1
1794,1,Male,55,Asian,None stated,American,3x the rent,Positive references,Part-time,Fair,1 month deposit,1
1795,1,Male,35,White,Physical disability,Canadian,2x the rent,No prior rental history,Part-time,Fair,1 month deposit,1
1796,1,Male,40,White,None stated,Indian,4x the rent,Positive references,Self-employed,Excellent,1 month deposit,1
1797,1,Non-binary,35,Asian,Physical disability,German,3x the rent,Prior late payments,Self-employed,Good,3 months deposit,0
1798,1,Non-binary,35,Black,Physical disability,Canadian,4x the rent,No prior rental history,Full-time,Good,1 month deposit,1
1799,1,Male,40,White,None stated,American,2x the rent,Prior late payments,Part-time,Excellent,3 months deposit,1
1800,1,Non-binary,40,Black,Physical disability,Mexican,3x the rent,Positive references,Self-employed,Good,3 months deposit,1
1801,1,Male,50,Asian,Physical disability,American,3x the rent,No prior rental history,Self-employed,Excellent,1 month deposit,1
1802,1,Non-binary,50,Asian,Mental health history,Indian,2x the rent,Prior late payments,Full-time,Excellent,1 month deposit,0
1803,1,Male,35,Hispanic,None stated,American,2x the rent,No prior rental history,Part-time,Good,2 months deposit,1
1804,1,Non-binary,35,Black,None stated,Mexican,4x the rent,No prior rental history,Part-time,Fair,3 months deposit,1
1805,1,Non-binary,40,Hispanic,Physical disability,German,3x the rent,No prior rental history,Part-time,Good,2 months deposit,1
1806,1,Non-binary,35,Black,None stated,American,4x the rent,No prior rental history,Full-time,Fair,3 months deposit,1
1807,1,Non-binary,35,White,None stated,American,2x the rent,Positive references,Full-time,Fair,3 months deposit,1
1808,1,Female,45,Asian,None stated,Mexican,3x the rent,Positive references,Self-employed,Fair,3 months deposit,1
1809,1,Female,35,White,None stated,Mexican,4x the rent,No prior rental history,Part-time,Good,3 months deposit,1
1810,1,Female,35,Asian,Mental health history,Canadian,2x the rent,Positive references,Self-employed,Good,1 month deposit,1
1811,1,Male,50,White,None stated,Mexican,4x the rent,Positive references,Full-time,Good,2 months deposit,1
1812,1,Female,30,White,Physical disability,German,2x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
1813,1,Non-binary,30,Black,None stated,American,3x the rent,Positive references,Full-time,Good,1 month deposit,1
1814,1,Male,35,Asian,Physical disability,American,2x the rent,No prior rental history,Self-employed,Excellent,3 months deposit,1
1815,1,Female,35,Hispanic,Mental health history,Canadian,4x the rent,Positive references,Part-time,Good,2 months deposit,1
1816,1,Male,45,Asian,None stated,Canadian,3x the rent,Positive references,Full-time,Excellent,3 months deposit,1
