observation_id,scenario,gender,age,race,disability_status,nationality,annual_income,credit_score,employment_length,existing_debt,requested_amount,chosen
1603,1,Non-binary,30,Hispanic,Mental health history,American,"$140,000",Good,2-5 years,Moderate,"$15,000",1
1604,1,Non-binary,40,Black,Physical disability,Indian,"$60,000",Good,2-5 years,High,"$15,000",1
1605,1,Male,45,White,Physical disability,German,"$140,000",Fair,6+ years,High,"$5,000",0
1606,1,Male,50,Hispanic,Physical disability,Indian,"$35,000",Excellent,2-5 years,Moderate,"$30,000",1
1607,1,Female,50,Black,Physical disability,Canadian,"$95,000",Good,6+ years,Low,"$5,000",1
1608,1,Female,55,White,Physical disability,Canadian,"$140,000",Excellent,Less than 1 year,High,"$15,000",0
1609,1,Non-binary,35,Asian,Physical disability,Canadian,"$60,000",Excellent,2-5 years,Low,"$15,000",1
1610,1,Non-binary,55,Asian,Physical disability,Canadian,"$35,000",Fair,2-5 years,Low,"$30,000",0
1611,1,Male,45,Asian,Mental health history,German,"$140,000",Good,2-5 years,Low,"$15,000",1
1612,1,Male,50,Asian,Physical disability,Mexican,"$35,000",Excellent,Less than 1 year,Moderate,"$5,000",0
1613,1,Female,40,White,Mental health history,German,"$60,000",Good,6+ years,Low,"$15,000",1
1614,1,Male,45,Black,Physical disability,Canadian,"$140,000",Fair,6+ years,Low,"$30,000",1
1615,1,Non-binary,50,Asian,Physical disability,German,"$35,000",Excellent,Less than 1 year,High,"$5,000",1
1616,1,Non-binary,55,Hispanic,None stated,Canadian,"$60,000",Fair,6+ years,High,"$30,000",0
1617,1,Male,55,Asian,Physical disability,Indian,"$95,000",Good,6+ years,Moderate,"$5,000",1
1618,1,Male,55,Black,Mental health history,German,"$60,000",Excellent,Less than 1 year,Moderate,"$5,000",1
1619,1,Male,45,Asian,Mental health history,Indian,"$140,000",Good,6+ years,Low,"$15,000",1
1620,1,Male,30,Asian,None stated,Canadian,"$95,000",Excellent,6+ years,Moderate,"$15,000",1
1621,1,Non-binary,55,Asian,None stated,American,"$60,000",Excellent,2-5 years,Moderate,"$15,000",1
1622,1,Male,50,Black,Physical disability,German,"$95,000",Good,Less than 1 year,Low,"$5,000",1
1623,1,Female,50,Black,Physical disability,German,"$35,000",Good,Less than 1 year,Moderate,"$30,000",0
1624,1,Non-binary,30,Asian,Physical disability,Mexican,"$95,000",Excellent,6+ years,High,"$15,000",1
1625,1,Female,40,Asian,Physical disability,Indian,"$140,000",Excellent,2-5 years,Low,"$5,000",1
1626,1,Female,40,White,Mental health history,Canadian,"$35,000",Good,6+ years,High,"$30,000",0
1627,1,Female,50,Black,Mental health history,American,"$95,000",Good,6+ years,Moderate,"$30,000",1
1628,1,Non-binary,40,Asian,None stated,Mexican,"$35,000",Good,6+ years,Moderate,"$5,000",1
1629,1,Non-binary,40,White,None stated,German,"$60,000",Fair,Less than 1 year,Moderate,"$15,000",0
1630,1,Non-binary,30,Hispanic,Mental health history,German,"$35,000",Fair,Less than 1 year,Low,"$30,000",0
1631,1,Male,35,Black,None stated,Mexican,"$140,000",Fair,2-5 years,Low,"$15,000",1
1632,1,Male,50,White,None stated,German,"$140,000",Excellent,6+ years,Moderate,"$30,000",1
1633,1,Male,45,Black,Physical disability,Canadian,"$35,000",Fair,Less than 1 year,Moderate,"$30,000",0
1634,1,Non-binary,30,White,Mental health history,German,"$60,000",Good,6+ years,Moderate,"$5,000",1
1635,1,Non-binary,40,Asian,Mental health history,Canadian,"$35,000",Good,6+ years,Low,"$5,000",1
1636,1,Non-binary,45,Asian,None stated,German,"$140,000",Good,2-5 years,Moderate,"$5,000",1
1637,1,Non-binary,50,White,Physical disability,Indian,"$95,000",Excellent,2-5 years,Low,"$15,000",1
1638,1,Non-binary,45,White,None stated,German,"$35,000",Good,2-5 years,Moderate,"$15,000",1
1639,1,Non-binary,50,White,None stated,American,"$35,000",Excellent,Less than 1 year,Low,"$15,000",1
1640,1,Male,45,Asian,Physical disability,American,"$95,000",Fair,Less than 1 year,Moderate,"$15,000",0
1641,1,Female,35,Hispanic,Mental health history,Mexican,"$35,000",Good,2-5 years,High,"$30,000",0
1642,1,Male,40,Asian,None stated,German,"$60,000",Excellent,Less than 1 year,Low,"$5,000",1
1643,1,Female,30,Black,None stated,Indian,"$95,000",Fair,6+ years,Low,"$15,000",1
1644,1,Female,55,White,Physical disability,Mexican,"$95,000",Fair,6+ years,Low,"$30,000",1
1645,1,Female,30,Black,Physical disability,German,"$35,000",Excellent,Less than 1 year,High,"$15,000",0
1646,1,Male,55,Asian,None stated,American,"$95,000",Good,6+ years,Moderate,"$5,000",1
1647,1,Male,55,Hispanic,Physical disability,Canadian,"$95,000",Fair,2-5 years,Moderate,"$5,000",0
1648,1,Non-binary,50,Black,Physical disability,Canadian,"$140,000",Excellent,2-5 years,High,"$30,000",1
1649,1,Non-binary,50,Hispanic,None stated,Indian,"$140,000",Fair,2-5 years,Low,"$5,000",1
1650,1,Male,55,Asian,None stated,Mexican,"$35,000",Good,6+ years,High,"$30,000",0
1651,1,Non-binary,45,Hispanic,None stated,American,"$35,000",Fair,6+ years,High,"$15,000",0
1652,1,Male,50,White,None stated,Indian,"$140,000",Fair,2-5 years,Low,"$30,000",1
1653,1,Non-binary,50,Hispanic,Mental health history,Mexican,"$60,000",Excellent,Less than 1 year,Low,"$15,000",1
1654,1,Female,30,White,Physical disability,Mexican,"$95,000",Fair,2-5 years,High,"$30,000",0
1655,1,Female,40,Asian,Physical disability,Canadian,"$60,000",Fair,6+ years,High,"$30,000",0
1656,1,Non-binary,35,Black,None stated,German,"$95,000",Fair,Less than 1 year,High,"$15,000",0
1657,1,Non-binary,35,Asian,Physical disability,American,"$140,000",Fair,6+ years,High,"$30,000",0
1658,1,Female,50,White,None stated,Indian,"$35,000",Excellent,2-5 years,Low,"$30,000",1
1659,1,Female,50,Asian,None stated,American,"$95,000",Good,2-5 years,Low,"$5,000",1
1660,1,Male,50,Asian,Physical disability,German,"$35,000",Excellent,6+ years,High,"$15,000",0
1661,1,Female,30,Black,Physical disability,Mexican,"$95,000",Good,6+ years,Low,"$5,000",1
1662,1,Non-binary,30,Asian,None stated,German,"$95,000",Excellent,2-5 years,Low,"$30,000",1
1663,1,Female,50,White,None stated,German,"$60,000",Good,6+ years,Low,"$15,000",1
1664,1,Non-binary,55,White,Physical disability,German,"$95,000",Good,Less than 1 year,Moderate,"$5,000",0
1665,1,Female,55,White,None stated,Mexican,"$35,000",Fair,2-5 years,Low,"$30,000",1
1666,1,Non-binary,30,Black,Physical disability,German,"$60,000",Fair,2-5 years,High,"$5,000",0
1667,1,Male,35,White,None stated,Canadian,"$60,000",Excellent,2-5 years,Moderate,"$5,000",1
1668,1,Female,55,Hispanic,None stated,Canadian,"$95,000",Excellent,2-5 years,High,"$15,000",1
1669,1,Non-binary,35,Black,Physical disability,Canadian,"$140,000",Good,Less than 1 year,Low,"$15,000",1
1670,1,Male,55,Asian,None stated,Canadian,"$140,000",Excellent,2-5 years,Low,"$5,000",1
1671,1,Female,40,Asian,Physical disability,Canadian,"$140,000",Excellent,Less than 1 year,Moderate,"$30,000",1
1672,1,Non-binary,45,Asian,Mental health history,Mexican,"$35,000",Excellent,Less than 1 year,Low,"$15,000",0
1673,1,Non-binary,30,Asian,Mental health history,American,"$140,000",Fair,Less than 1 year,Moderate,"$30,000",0
1674,1,Female,30,Hispanic,None stated,Canadian,"$140,000",Excellent,2-5 years,Moderate,"$5,000",1
1675,1,Male,55,Hispanic,None stated,Mexican,"$140,000",Good,6+ years,Low,"$30,000",1
1676,1,Male,40,Hispanic,Physical disability,German,"$140,000",Good,Less than 1 year,Low,"$30,000",1
1677,1,Male,40,Hispanic,Mental health history,Canadian,"$140,000",Excellent,2-5 years,Low,"$30,000",1
1678,1,Male,50,Hispanic,Mental health history,Indian,"$35,000",Excellent,2-5 years,Low,"$15,000",1
1679,1,Male,45,White,Mental health history,German,"$35,000",Fair,Less than 1 year,High,"$30,000",0
1680,1,Female,30,Asian,Physical disability,Mexican,"$95,000",Fair,6+ years,Moderate,"$15,000",0
1681,1,Male,55,White,None stated,German,"$35,000",Good,6+ years,High,"$15,000",1
1682,1,Non-binary,50,Black,Physical disability,Mexican,"$60,000",Excellent,Less than 1 year,Moderate,"$5,000",1
1683,1,Non-binary,45,Asian,None stated,Mexican,"$95,000",Excellent,6+ years,Moderate,"$15,000",1
1684,1,Non-binary,55,Black,Physical disability,American,"$140,000",Fair,6+ years,High,"$5,000",0
1685,1,Non-binary,55,Asian,Physical disability,German,"$95,000",Excellent,6+ years,High,"$30,000",0
1686,1,Male,50,Asian,Mental health history,Canadian,"$35,000",Good,2-5 years,Moderate,"$15,000",1
1687,1,Male,45,White,None stated,German,"$140,000",Fair,2-5 years,Moderate,"$15,000",1
1688,1,Non-binary,55,Asian,Mental health history,German,"$60,000",Fair,Less than 1 year,Moderate,"$15,000",0
1689,1,Female,30,Asian,None stated,Canadian,"$140,000",Excellent,6+ years,Low,"$15,000",1
1690,1,Female,55,Hispanic,Mental health history,American,"$35,000",Excellent,6+ years,Low,"$30,000",1
1691,1,Female,40,Hispanic,Mental health history,Mexican,"$95,000",Fair,2-5 years,Moderate,"$30,000",0
1692,1,Female,55,White,Physical disability,American,"$95,000",Good,6+ years,Low,"$5,000",1
1693,1,Non-binary,40,Hispanic,Mental health history,Mexican,"$60,000",Fair,6+ years,High,"$5,000",0
1694,1,Non-binary,50,Asian,Mental health history,Canadian,"$60,000",Good,Less than 1 year,Low,"$5,000",1
1695,1,Non-binary,45,Hispanic,Mental health history,Canadian,"$35,000",Good,Less than 1 year,Moderate,"$30,000",0
1696,1,Non-binary,30,White,Mental health history,German,"$60,000",Excellent,Less than 1 year,Moderate,"$5,000",1
1697,1,Female,50,White,Mental health history,American,"$60,000",Excellent,Less than 1 year,High,"$5,000",1
1698,1,Male,55,Asian,Physical disability,Indian,"$60,000",Excellent,2-5 years,Moderate,"$5,000",1
1699,1,Non-binary,45,Asian,Mental health history,Indian,"$35,000",Fair,6+ years,Low,"$30,000",0
1700,1,Male,55,Hispanic,Mental health history,Mexican,"$95,000",Fair,6+ years,Low,"$15,000",1
1701,1,Non-binary,30,Asian,Physical disability,German,"$60,000",Excellent,2-5 years,Low,"$30,000",1
1702,1,Non-binary,55,White,Mental health history,Mexican,"$140,000",Good,Less than 1 year,Moderate,"$15,000",1
1703,1,Female,40,Black,Physical disability,Indian,"$35,000",Good,6+ years,Moderate,"$15,000",1
1704,1,Non-binary,30,White,Mental health history,Canadian,"$95,000",Good,Less than 1 year,Moderate,"$5,000",0
1705,1,Non-binary,45,White,None stated,Indian,"$140,000",Excellent,2-5 years,Moderate,"$30,000",1
1706,1,Non-binary,50,Hispanic,Mental health history,Canadian,"$35,000",Fair,2-5 years,High,"$30,000",0
1707,1,Non-binary,40,Asian,None stated,Indian,"$95,000",Fair,2-5 years,High,"$5,000",0
1708,1,Female,35,Asian,Mental health history,Mexican,"$60,000",Excellent,Less than 1 year,Low,"$5,000",1
1709,1,Female,55,White,Physical disability,Indian,"$35,000",Fair,2-5 years,Low,"$15,000",0
1710,1,Male,50,Asian,None stated,Canadian,"$60,000",Good,2-5 years,Low,"$15,000",1
1711,1,Non-binary,50,Asian,Physical disability,American,"$95,000",Fair,6+ years,Moderate,"$15,000",1
1712,1,Female,30,Black,Physical disability,Canadian,"$60,000",Good,2-5 years,High,"$15,000",1
1713,1,Male,50,Black,Physical disability,Mexican,"$35,000",Fair,Less than 1 year,High,"$5,000",0
1714,1,Male,50,Asian,None stated,Canadian,"$60,000",Good,6+ years,Moderate,"$30,000",1
1715,1,Non-binary,30,Hispanic,None stated,American,"$35,000",Fair,2-5 years,High,"$5,000",0
1716,1,Male,50,Asian,None stated,Canadian,"$35,000",Good,2-5 years,Moderate,"$30,000",1
1717,1,Female,35,White,Physical disability,Indian,"$95,000",Fair,2-5 years,Moderate,"$15,000",1
1718,1,Male,40,Hispanic,Mental health history,German,"$35,000",Good,6+ years,High,"$5,000",1
1719,1,Female,35,Asian,Mental health history,Mexican,"$35,000",Good,2-5 years,High,"$5,000",1
1720,1,Male,55,Black,None stated,Canadian,"$35,000",Good,6+ years,Moderate,"$30,000",1
1721,1,Non-binary,40,Asian,Mental health history,Mexican,"$95,000",Excellent,6+ years,Moderate,"$5,000",1
1722,1,Male,45,White,None stated,Canadian,"$95,000",Fair,6+ years,Low,"$5,000",1
1723,1,Non-binary,35,Hispanic,Mental health history,Indian,"$60,000",Good,Less than 1 year,Low,"$30,000",1
1724,1,Female,45,Black,Mental health history,Canadian,"$60,000",Excellent,6+ years,Moderate,"$15,000",1
1725,1,Non-binary,50,Black,Mental health history,Indian,"$140,000",Excellent,6+ years,High,"$30,000",1
1726,1,Female,45,Asian,None stated,Indian,"$140,000",Good,6+ years,High,"$15,000",1
1727,1,Male,40,Black,Physical disability,Canadian,"$60,000",Fair,6+ years,Low,"$30,000",1
1728,1,Male,35,Hispanic,Physical disability,Indian,"$60,000",Fair,2-5 years,Moderate,"$30,000",0
1729,1,Non-binary,40,Hispanic,Physical disability,Mexican,"$60,000",Fair,6+ years,High,"$5,000",1
1730,1,Female,55,Asian,Physical disability,Indian,"$60,000",Excellent,6+ years,Moderate,"$5,000",1
1731,1,Male,50,Hispanic,Mental health history,German,"$35,000",Fair,Less than 1 year,Moderate,"$15,000",0
1732,1,Female,40,Black,Physical disability,Mexican,"$140,000",Excellent,6+ years,Low,"$30,000",1
1733,1,Female,40,Black,Physical disability,Indian,"$95,000",Excellent,Less than 1 year,Moderate,"$15,000",1
1734,1,Female,50,Black,Physical disability,American,"$35,000",Excellent,2-5 years,High,"$15,000",1
1735,1,Male,45,Hispanic,None stated,German,"$60,000",Fair,2-5 years,Moderate,"$30,000",0
1736,1,Non-binary,40,Black,Physical disability,American,"$35,000",Good,2-5 years,High,"$30,000",0
1737,1,Male,40,Hispanic,None stated,Indian,"$60,000",Excellent,2-5 years,High,"$30,000",1
1738,1,Male,55,Black,Mental health history,Canadian,"$95,000",Excellent,6+ years,Low,"$15,000",1
1739,1,Female,45,White,None stated,German,"$35,000",Good,2-5 years,Moderate,"$15,000",1
1740,1,Female,55,Hispanic,Mental health history,American,"$35,000",Fair,Less than 1 year,High,"$30,000",0
1741,1,Non-binary,35,Asian,None stated,Canadian,"$35,000",Excellent,Less than 1 year,Low,"$15,000",1
1742,1,Female,35,Hispanic,None stated,Canadian,"$60,000",Fair,6+ years,Low,"$30,000",0
1743,1,Female,40,Black,Mental health history,German,"$35,000",Fair,Less than 1 year,Low,"$15,000",0
1744,1,Female,40,Black,Mental health history,German,"$140,000",Fair,2-5 years,Moderate,"$30,000",0
1745,1,Non-binary,50,Black,None stated,Mexican,"$60,000",Excellent,6+ years,Moderate,"$30,000",1
1746,1,Non-binary,35,Hispanic,Physical disability,Canadian,"$35,000",Excellent,Less than 1 year,High,"$5,000",1
1747,1,Male,40,White,Mental health history,American,"$95,000",Good,Less than 1 year,Moderate,"$30,000",0
1748,1,Male,45,Hispanic,Mental health history,Indian,"$35,000",Good,6+ years,High,"$30,000",0
1749,1,Male,40,Asian,Mental health history,German,"$35,000",Fair,6+ years,High,"$30,000",0
1750,1,Male,40,Asian,None stated,Canadian,"$35,000",Excellent,Less than 1 year,High,"$5,000",0
1751,1,Male,50,Black,Mental health history,American,"$95,000",Good,2-5 years,Low,"$15,000",1
1752,1,Female,50,White,Physical disability,Indian,"$140,000",Excellent,Less than 1 year,Low,"$30,000",1
1753,1,Female,55,Asian,None stated,Indian,"$60,000",Good,2-5 years,Moderate,"$15,000",1
1754,1,Female,50,Black,Mental health history,Mexican,"$35,000",Fair,6+ years,High,"$5,000",0
1755,1,Male,30,White,None stated,Canadian,"$60,000",Fair,6+ years,Low,"$5,000",0
1756,1,Non-binary,50,White,Mental health history,Indian,"$140,000",Excellent,2-5 years,Moderate,"$15,000",1
1757,1,Male,45,White,Mental health history,German,"$140,000",Fair,6+ years,Low,"$5,000",1
1758,1,Male,45,Black,Physical disability,American,"$140,000",Excellent,Less than 1 year,Low,"$15,000",1
1759,1,Male,50,Hispanic,Mental health history,Indian,"$140,000",Good,2-5 years,High,"$15,000",1
1760,1,Non-binary,35,Asian,Physical disability,Indian,"$35,000",Excellent,6+ years,Low,"$30,000",1
1761,1,Male,40,Asian,None stated,American,"$95,000",Excellent,6+ years,High,"$5,000",1
1762,1,Non-binary,30,White,Mental health history,German,"$95,000",Excellent,6+ years,Low,"$30,000",1
1763,1,Male,30,Black,Mental health history,Mexican,"$35,000",Good,6+ years,Moderate,"$15,000",1
1764,1,Non-binary,45,Asian,Mental health history,American,"$60,000",Excellent,6+ years,High,"$5,000",0
1765,1,Male,55,Hispanic,Physical disability,American,"$60,000",Good,6+ years,Low,"$15,000",1
1766,1,Male,35,Hispanic,Mental health history,Canadian,"$140,000",Excellent,2-5 years,Low,"$15,000",1
1767,1,Male,50,Black,Mental health history,German,"$140,000",Excellent,6+ years,Moderate,"$5,000",1
1768,1,Male,30,White,Mental health history,American,"$140,000",Excellent,6+ years,Low,"$5,000",1
1769,1,Male,35,Black,None stated,American,"$95,000",Fair,6+ years,Low,"$15,000",1
1770,1,Non-binary,40,Asian,Mental health history,American,"$35,000",Good,2-5 years,High,"$30,000",0
1771,1,Female,50,White,None stated,Mexican,"$60,000",Fair,2-5 years,Moderate,"$15,000",0
1772,1,Non-binary,35,White,Physical disability,German,"$35,000",Good,2-5 years,Low,"$5,000",1
1773,1,Male,40,Asian,Physical disability,German,"$60,000",Excellent,6+ years,Low,"$5,000",1
1774,1,Female,55,White,Physical disability,Mexican,"$140,000",Fair,2-5 years,High,"$30,000",0
1775,1,Male,35,Hispanic,None stated,Indian,"$35,000",Fair,Less than 1 year,High,"$5,000",0
1776,1,Male,50,Hispanic,Physical disability,Mexican,"$140,000",Fair,Less than 1 year,Moderate,"$30,000",0
1777,1,Non-binary,45,Black,Physical disability,Indian,"$35,000",Excellent,2-5 years,High,"$30,000",1
1778,1,Non-binary,30,White,Physical disability,American,"$35,000",Fair,6+ years,High,"$15,000",0
1779,1,Female,50,Hispanic,Mental health history,Indian,"$95,000",Excellent,2-5 years,Low,"$30,000",1
1780,1,Non-binary,45,Black,None stated,Mexican,"$35,000",Fair,Less than 1 year,Moderate,"$5,000",0
1781,1,Female,40,Black,None stated,Indian,"$35,000",Excellent,6+ years,High,"$5,000",0
1782,1,Female,50,Asian,Mental health history,Canadian,"$95,000",Good,Less than 1 year,Low,"$30,000",1
1783,1,Female,35,White,Physical disability,American,"$140,000",Fair,2-5 years,High,"$5,000",0
1784,1,Male,30,Asian,Physical disability,American,"$35,000",Fair,6+ years,High,"$5,000",0
1785,1,Male,35,Asian,Physical disability,American,"$95,000",Fair,Less than 1 year,Moderate,"$5,000",0
1786,1,Male,40,White,None stated,Mexican,"$35,000",Good,Less than 1 year,Moderate,"$5,000",0
1787,1,Female,50,White,Physical disability,German,"$60,000",Good,6+ years,High,"$15,000",1
1788,1,Male,35,Asian,None stated,Mexican,"$60,000",Good,Less than 1 year,Moderate,"$15,000",1
1789,1,Male,40,Asian,Mental health history,Indian,"$140,000",Good,6+ years,Moderate,"$15,000",1
1790,1,Male,45,Hispanic,Mental health history,German,"$95,000",Excellent,2-5 years,Moderate,"$15,000",1
1791,1,Male,45,Asian,Physical disability,Mexican,"$60,000",Fair,2-5 years,Low,"$30,000",0
