"observation_id","scenario","profile","gender","age","race","education","field_of_study","cover_letter","grades","experience","religion","chosen"
5925,"pick","A","Male",30,"White","Master Degree","Unrelated","Personalized","Below average","no","Muslim",1
5926,"pick","A","Female",60,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Below average","no","Muslim",0
5927,"pick","A","Female",40,"Hispanic","Associate Degree","Unrelated","Personalized","Below average","yes","Muslim",0
5928,"pick","A","Male",30,"White","Bachelor Degree","Unrelated","Unpersonalized","Above average","yes","Christian",0
5929,"pick","A","Female",60,"Black","Master Degree","Unrelated","Unpersonalized","Average","yes","Jewish",1
5930,"pick","A","Male",60,"Asian","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Jewish",0
5931,"pick","A","Female",60,"Black","Associate Degree","Unrelated","Unpersonalized","Average","no","Hindu",0
5932,"pick","A","Male",30,"Hispanic","Associate Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",1
5933,"pick","A","Male",20,"Asian","Master Degree","Closely related","Unpersonalized","Above average","no","Muslim",0
5934,"pick","A","Male",50,"White","Master Degree","Unrelated","Unpersonalized","Above average","yes","Christian",1
5935,"pick","A","Female",60,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Above average","no","Jewish",0
5936,"pick","A","Male",40,"Black","Bachelor Degree","Unrelated","Unpersonalized","Above average","no","Jewish",0
5937,"pick","A","Male",60,"White","Bachelor Degree","Somewhat related","Personalized","Average","no","Jewish",1
5938,"pick","A","Female",20,"Hispanic","Bachelor Degree","Closely related","Personalized","Above average","yes","Hindu",1
5939,"pick","A","Female",60,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Above average","yes","Jewish",1
5940,"pick","A","Female",60,"Black","Associate Degree","Unrelated","Personalized","Above average","no","Jewish",0
5941,"pick","A","Female",60,"Asian","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Hindu",0
5942,"pick","A","Female",40,"Hispanic","Master Degree","Unrelated","Unpersonalized","Below average","no","Hindu",0
5943,"pick","A","Male",50,"Asian","Bachelor Degree","Unrelated","Personalized","Below average","no","Muslim",0
5944,"pick","A","Male",60,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Christian",0
5945,"pick","A","Male",40,"White","Bachelor Degree","Somewhat related","Personalized","Average","yes","Muslim",1
5946,"pick","A","Female",50,"Asian","Master Degree","Unrelated","Personalized","Below average","yes","Muslim",1
5947,"pick","A","Male",30,"Hispanic","Master Degree","Closely related","Personalized","Average","yes","Muslim",1
5948,"pick","A","Female",30,"White","Bachelor Degree","Closely related","Personalized","Above average","yes","Muslim",1
5949,"pick","A","Male",60,"Black","Master Degree","Unrelated","Unpersonalized","Average","no","Christian",0
5950,"pick","A","Female",30,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Below average","no","Jewish",0
5951,"pick","A","Female",20,"Hispanic","Bachelor Degree","Closely related","Personalized","Above average","yes","Jewish",1
5952,"pick","A","Female",50,"Asian","Master Degree","Closely related","Unpersonalized","Below average","no","Christian",1
5953,"pick","A","Male",30,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Above average","yes","Hindu",0
5954,"pick","A","Male",30,"Hispanic","Associate Degree","Somewhat related","Personalized","Above average","no","Hindu",1
5955,"pick","A","Male",40,"Black","Master Degree","Closely related","Personalized","Average","no","Christian",0
5956,"pick","A","Female",50,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Above average","no","Hindu",0
5957,"pick","A","Male",20,"White","Bachelor Degree","Somewhat related","Unpersonalized","Below average","no","Hindu",0
5958,"pick","A","Female",30,"Asian","Master Degree","Closely related","Unpersonalized","Average","yes","Christian",1
5959,"pick","A","Female",60,"Hispanic","Associate Degree","Closely related","Personalized","Below average","no","Muslim",0
5960,"pick","A","Female",20,"Asian","Associate Degree","Somewhat related","Unpersonalized","Above average","no","Jewish",0
5961,"pick","A","Male",60,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Muslim",0
5962,"pick","A","Female",20,"White","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Hindu",1
5963,"pick","A","Male",60,"White","Associate Degree","Unrelated","Personalized","Above average","no","Jewish",0
5964,"pick","A","Male",20,"Black","Associate Degree","Closely related","Personalized","Average","yes","Jewish",0
5965,"pick","A","Female",30,"Black","Master Degree","Somewhat related","Personalized","Above average","no","Hindu",1
5966,"pick","A","Male",60,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",0
5967,"pick","A","Female",40,"White","Bachelor Degree","Closely related","Unpersonalized","Average","no","Christian",0
5968,"pick","A","Male",20,"Asian","Associate Degree","Somewhat related","Unpersonalized","Above average","no","Hindu",0
5969,"pick","A","Male",30,"Black","Associate Degree","Somewhat related","Unpersonalized","Average","no","Muslim",0
5970,"pick","A","Female",40,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",0
5971,"pick","A","Male",30,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Below average","no","Christian",0
5972,"pick","A","Male",60,"Black","Associate Degree","Closely related","Unpersonalized","Average","yes","Hindu",0
5973,"pick","A","Male",40,"Asian","Bachelor Degree","Closely related","Unpersonalized","Average","no","Christian",0
5974,"pick","A","Male",40,"White","Associate Degree","Closely related","Unpersonalized","Average","yes","Christian",1
5975,"pick","A","Male",50,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Christian",1
5976,"pick","A","Male",30,"Asian","Master Degree","Unrelated","Unpersonalized","Below average","no","Jewish",1
5977,"pick","A","Male",30,"Asian","Master Degree","Unrelated","Personalized","Above average","yes","Hindu",1
5978,"pick","A","Female",40,"White","Associate Degree","Somewhat related","Personalized","Average","no","Christian",0
5979,"pick","A","Female",40,"Hispanic","Bachelor Degree","Somewhat related","Personalized","Above average","no","Muslim",1
5980,"pick","A","Female",40,"Hispanic","Master Degree","Closely related","Unpersonalized","Above average","yes","Christian",1
5981,"pick","A","Male",20,"Asian","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Jewish",1
5982,"pick","A","Male",20,"Black","Master Degree","Unrelated","Personalized","Above average","yes","Hindu",0
5983,"pick","A","Female",20,"Black","Master Degree","Unrelated","Personalized","Above average","no","Hindu",1
5984,"pick","A","Male",30,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Average","no","Christian",0
5985,"pick","A","Female",50,"Black","Master Degree","Somewhat related","Personalized","Below average","yes","Hindu",1
5986,"pick","A","Female",30,"Asian","Master Degree","Somewhat related","Personalized","Above average","no","Muslim",1
5987,"pick","A","Female",40,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Above average","yes","Hindu",0
5988,"pick","A","Female",40,"White","Master Degree","Unrelated","Personalized","Below average","no","Christian",0
5989,"pick","A","Female",20,"Black","Bachelor Degree","Somewhat related","Personalized","Average","yes","Muslim",0
5990,"pick","A","Female",50,"Hispanic","Bachelor Degree","Unrelated","Personalized","Below average","yes","Muslim",1
5991,"pick","A","Male",40,"White","Bachelor Degree","Somewhat related","Personalized","Below average","no","Muslim",0
5992,"pick","A","Female",20,"White","Associate Degree","Somewhat related","Personalized","Above average","yes","Christian",1
5993,"pick","A","Female",30,"Black","Associate Degree","Somewhat related","Unpersonalized","Above average","no","Muslim",0
5994,"pick","A","Female",20,"Asian","Master Degree","Somewhat related","Unpersonalized","Average","no","Hindu",0
5995,"pick","A","Female",30,"Black","Associate Degree","Somewhat related","Unpersonalized","Above average","no","Hindu",0
5996,"pick","A","Male",20,"White","Master Degree","Unrelated","Unpersonalized","Average","yes","Muslim",0
5997,"pick","A","Male",40,"White","Bachelor Degree","Unrelated","Unpersonalized","Above average","no","Jewish",0
5998,"pick","A","Male",20,"Black","Associate Degree","Unrelated","Unpersonalized","Below average","yes","Hindu",0
5999,"pick","A","Female",30,"Hispanic","Bachelor Degree","Unrelated","Personalized","Above average","yes","Muslim",1
6000,"pick","A","Male",40,"Hispanic","Master Degree","Unrelated","Personalized","Below average","no","Muslim",1
1,"pick","B","Female",20,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Below average","no","Jewish",0
2,"pick","B","Female",20,"Black","Master Degree","Closely related","Personalized","Average","yes","Jewish",0
3,"pick","B","Female",20,"White","Associate Degree","Closely related","Unpersonalized","Average","no","Hindu",0
4,"pick","B","Male",60,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Below average","yes","Hindu",1
5,"pick","B","Female",30,"White","Associate Degree","Unrelated","Unpersonalized","Above average","no","Hindu",0
6,"pick","B","Female",30,"Hispanic","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Hindu",0
7,"pick","B","Male",60,"Asian","Associate Degree","Unrelated","Unpersonalized","Above average","no","Hindu",0
8,"pick","B","Female",40,"Black","Bachelor Degree","Somewhat related","Personalized","Below average","yes","Christian",1
9,"pick","B","Female",30,"Black","Master Degree","Somewhat related","Personalized","Below average","yes","Jewish",1
10,"pick","B","Female",20,"Hispanic","Master Degree","Somewhat related","Personalized","Below average","no","Hindu",0
11,"pick","B","Female",60,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Jewish",1
12,"pick","B","Female",30,"Black","Bachelor Degree","Unrelated","Unpersonalized","Above average","no","Hindu",0
13,"pick","B","Male",40,"White","Master Degree","Unrelated","Personalized","Average","yes","Hindu",1
14,"pick","B","Male",40,"Black","Master Degree","Closely related","Unpersonalized","Average","no","Hindu",1
15,"pick","B","Female",40,"Black","Master Degree","Somewhat related","Unpersonalized","Above average","no","Hindu",0
16,"pick","B","Male",60,"White","Bachelor Degree","Unrelated","Personalized","Above average","no","Christian",0
17,"pick","B","Female",50,"White","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Hindu",1
18,"pick","B","Female",30,"Hispanic","Associate Degree","Somewhat related","Unpersonalized","Average","no","Christian",0
19,"pick","B","Male",30,"Black","Bachelor Degree","Unrelated","Unpersonalized","Above average","no","Hindu",1
20,"pick","B","Female",20,"Asian","Master Degree","Somewhat related","Personalized","Below average","no","Muslim",0
21,"pick","B","Female",40,"Black","Bachelor Degree","Unrelated","Unpersonalized","Above average","no","Hindu",0
22,"pick","B","Female",40,"Hispanic","Associate Degree","Unrelated","Personalized","Above average","no","Hindu",0
23,"pick","B","Male",30,"White","Master Degree","Closely related","Unpersonalized","Average","yes","Christian",1
24,"pick","B","Female",20,"White","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Hindu",1
25,"pick","B","Male",50,"Black","Master Degree","Somewhat related","Unpersonalized","Average","no","Hindu",0
26,"pick","B","Male",50,"Hispanic","Associate Degree","Somewhat related","Personalized","Above average","no","Christian",1
27,"pick","B","Female",40,"Asian","Bachelor Degree","Unrelated","Personalized","Average","no","Muslim",0
28,"pick","B","Male",60,"Hispanic","Bachelor Degree","Closely related","Personalized","Average","no","Christian",1
29,"pick","B","Female",50,"White","Associate Degree","Unrelated","Personalized","Average","yes","Jewish",1
30,"pick","B","Male",40,"Hispanic","Master Degree","Closely related","Unpersonalized","Below average","no","Muslim",1
31,"pick","B","Female",30,"White","Associate Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
32,"pick","B","Male",20,"Black","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Hindu",0
33,"pick","B","Male",50,"Hispanic","Associate Degree","Somewhat related","Personalized","Average","yes","Christian",1
34,"pick","B","Female",60,"Asian","Master Degree","Somewhat related","Unpersonalized","Above average","yes","Muslim",1
35,"pick","B","Female",60,"Black","Associate Degree","Closely related","Unpersonalized","Average","yes","Jewish",1
36,"pick","B","Female",30,"White","Bachelor Degree","Somewhat related","Personalized","Below average","no","Muslim",1
37,"pick","B","Female",40,"White","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Hindu",1
38,"pick","B","Female",50,"White","Master Degree","Unrelated","Personalized","Average","no","Jewish",0
39,"pick","B","Male",20,"Hispanic","Master Degree","Somewhat related","Personalized","Above average","yes","Jewish",1
40,"pick","B","Male",60,"Black","Bachelor Degree","Closely related","Personalized","Above average","yes","Christian",0
